task,seed,method,stage10_method_alias,epochs,learning_rate,optimizer,auxiliary_task,base_train_row_count,auxiliary_train_row_count,train_row_count,validation_row_count,test_row_count,final_training_loss,learned_position_scale,learned_copy_gate,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,train_mean_copy_gate,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,validation_mean_copy_gate,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error,test_mean_copy_gate
tiny_text_fact_qa,311,alibi,alibi,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.087343,0.234338,0.966371,0.142419,1.15306,0.916667,0.958333,0.890814,0.893391,0.02733,0.966371,5.644176,282.640554,0.333333,0.547222,0.327649,0.952983,0.61965,0.966371,3.76865,43.321528,0.5,0.672222,0.50788,0.904731,0.404731,0.966371
tiny_text_fact_qa,311,rope_relative,rope,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.078715,1.869553,0.966813,0.125503,1.133719,1.0,1.0,0.898582,0.898582,0.101418,0.966813,6.061572,429.049289,0.333333,0.421092,0.334839,0.882763,0.54943,0.966813,4.143805,63.042212,0.5,0.572356,0.450612,0.880904,0.467373,0.966813
tiny_text_fact_qa,311,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.092394,0.312013,0.969687,0.155582,1.168338,0.833333,0.916667,0.884539,0.893372,0.110438,0.969687,6.164825,475.717811,0.333333,0.339208,0.323322,0.961533,0.6282,0.969687,3.769241,43.347173,0.5,0.572362,0.489063,0.913296,0.413296,0.969687
tiny_text_fact_qa,311,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.092603,0.321256,0.969354,0.155689,1.168463,0.833333,0.916667,0.884308,0.892835,0.110585,0.969354,7.171057,1301.218862,0.333333,0.339247,0.323143,0.961861,0.628527,0.969354,4.370517,79.084503,0.5,0.572375,0.490378,0.896365,0.396365,0.969354
tiny_text_fact_qa,313,no_position,no_position,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.249318,1.0,0.964377,0.461454,1.586379,0.75,0.875,0.692918,0.730862,0.158932,0.964377,0.867474,2.380888,0.666667,0.805556,0.540998,0.67627,0.283007,0.964377,1.206692,3.342409,0.416667,0.680556,0.421434,0.629092,0.42577,0.964377
tiny_text_fact_qa,313,sinusoidal,sinusoidal,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.081733,2.356127,0.966575,0.127686,1.136197,1.0,1.0,0.885312,0.885312,0.114688,0.966575,0.716356,2.046961,0.833333,0.916667,0.737416,0.888981,0.233009,0.966575,0.959993,2.611678,0.75,0.875,0.637237,0.855271,0.254486,0.966575
tiny_text_fact_qa,313,alibi,alibi,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.235535,1.020716,0.964364,0.436252,1.546899,0.75,0.875,0.703995,0.732069,0.215958,0.964364,1.139108,3.123982,0.5,0.694444,0.498944,0.696333,0.352401,0.964364,1.264775,3.542297,0.583333,0.756944,0.447353,0.675148,0.321211,0.964364
tiny_text_fact_qa,313,rope_relative,rope,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.164769,2.614019,0.963822,0.293969,1.341742,1.0,1.0,0.772673,0.772673,0.227327,0.963822,0.549146,1.731774,0.833333,0.916667,0.628941,0.69331,0.140023,0.963822,0.671184,1.956552,0.75,0.875,0.567675,0.661598,0.206618,0.963822
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.243131,-0.013875,0.970274,0.454417,1.575254,0.75,0.875,0.697992,0.739452,0.216081,0.970274,0.800666,2.227023,0.666667,0.805556,0.528272,0.628924,0.378891,0.970274,1.083239,2.954233,0.416667,0.680556,0.416154,0.572837,0.204694,0.970274
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.242519,0.008048,0.970457,0.452684,1.572527,0.75,0.875,0.698974,0.740558,0.155663,0.970457,0.805189,2.23712,0.666667,0.805556,0.519464,0.615227,0.094284,0.970457,1.066584,2.905438,0.333333,0.638889,0.414121,0.560421,0.298396,0.970457
tiny_text_fact_qa,317,no_position,no_position,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.033179,1.0,0.96621,0.034184,1.034775,1.0,1.0,0.966394,0.966394,0.033606,0.96621,6.909773,1002.019539,0.5,0.504377,0.483108,0.966206,0.466206,0.96621,6.299048,544.053611,0.416667,0.503663,0.447323,0.921643,0.504977,0.96621
tiny_text_fact_qa,317,sinusoidal,sinusoidal,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.033631,1.742056,0.965953,0.03457,1.035175,1.0,1.0,0.96602,0.96602,0.03398,0.965953,4.601339,99.617578,0.5,0.586271,0.483133,0.965601,0.465601,0.965953,4.374505,79.400515,0.5,0.545355,0.487732,0.904711,0.45832,0.965953
tiny_text_fact_qa,317,alibi,alibi,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.031053,0.336897,0.96605,0.029221,1.029652,1.0,1.0,0.971205,0.971205,0.028795,0.96605,2.776177,16.057513,0.5,0.652778,0.487911,0.971765,0.471765,0.96605,2.760458,15.807075,0.416667,0.620833,0.425773,0.953981,0.537314,0.96605
tiny_text_fact_qa,317,rope_relative,rope,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.033594,1.759497,0.965787,0.034657,1.035265,1.0,1.0,0.965937,0.965937,0.034063,0.965787,6.277153,532.270972,0.5,0.504377,0.482921,0.965755,0.465755,0.965787,5.929695,376.039943,0.5,0.545323,0.479641,0.944584,0.444584,0.965787
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.028852,0.293149,0.970562,0.029595,1.030037,1.0,1.0,0.970839,0.970839,0.029161,0.970562,6.546678,696.925368,0.5,0.504349,0.48529,0.970571,0.470571,0.970562,6.496957,663.120489,0.416667,0.462714,0.406313,0.96884,0.552173,0.970562
tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.029049,0.297183,0.970425,0.029881,1.030332,1.0,1.0,0.970561,0.970561,0.029439,0.970425,7.594844,1987.920269,0.5,0.504349,0.485213,0.970426,0.470426,0.970425,7.007577,1104.974084,0.416667,0.462708,0.406204,0.968681,0.552014,0.970425
tiny_text_fact_qa,331,no_position,no_position,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.157386,1.0,0.96276,0.276022,1.317877,0.916667,0.944444,0.816222,0.835614,0.153572,0.96276,2.325043,10.227117,0.666667,0.777778,0.716789,0.900223,0.233557,0.96276,6.656526,777.844369,0.416667,0.579167,0.363385,0.921893,0.599375,0.96276
tiny_text_fact_qa,331,sinusoidal,sinusoidal,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.041273,2.152783,0.965246,0.044705,1.04572,1.0,1.0,0.956952,0.956952,0.043048,0.965246,1.950857,7.034715,0.833333,0.843137,0.80734,0.969113,0.13578,0.965246,5.09244,162.786631,0.416667,0.55787,0.40338,0.980941,0.564275,0.965246
tiny_text_fact_qa,331,alibi,alibi,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.031441,0.202884,0.966476,0.027827,1.028218,1.0,1.0,0.972628,0.972628,0.027372,0.966476,1.839551,6.293711,0.666667,0.751475,0.661947,0.959987,0.29332,0.966476,4.820463,124.022474,0.333333,0.548611,0.334088,0.962468,0.629135,0.966476
tiny_text_fact_qa,331,rope_relative,rope,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.089771,2.384503,0.965052,0.138846,1.148948,1.0,1.0,0.882757,0.882757,0.117243,0.965052,1.438863,4.215899,0.833333,0.875,0.763012,0.923931,0.197773,0.965052,4.722965,112.501316,0.416667,0.579167,0.385511,0.945528,0.579557,0.965052
tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.156276,0.255116,0.967169,0.278619,1.321304,0.916667,0.944444,0.819666,0.844926,0.152612,0.967169,2.138497,8.486676,0.666667,0.777778,0.711958,0.910932,0.244266,0.967169,5.942969,381.064572,0.333333,0.5375,0.358968,0.921266,0.587933,0.967169
tiny_text_fact_qa,331,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,content_key_retrieval,12,12,24,6,12,0.154005,0.279719,0.969496,0.275789,1.31757,0.916667,0.944444,0.817496,0.838153,0.155898,0.969496,1.187051,3.277401,0.666667,0.783333,0.721143,0.902206,0.235539,0.969496,4.986507,146.424037,0.333333,0.486135,0.353461,0.918824,0.585491,0.969496
